id,keyword,location,text,target,cleaned_text,text_length,word_count
1280,bloody,Guildford,If I didn't need my Crutch I would seriously wrap it round someone's bloody head.,1,if i didnt need my crutch i would seriously wrap it round someones bloody head,78,15
830,bioterrorism,,Genocide and bioterrorism,0,genocide and bioterrorism,25,3
3292,debris,South Devon,With all this rain and wind It’s time to think about getting those gutters cleared! 🍁Guttering laden with heavy de… https://t.co/mvuZRmgTQ2,0,with all this rain and wind its time to think about getting those gutters cleared guttering laden with heavy de,111,20
6167,harm,Sonoma County,Well it’s time to get off my Soapbox 67 old fart opinions I Mean no Harm To Myself or Others I just wish the C/C… https://t.co/MEnbx30Xo9,0,well its time to get off my soapbox old fart opinions i mean no harm to myself or others i just wish the cc,107,24
5591,fire,,"#GodOfMercyEke let them all assemble themselves,let them tremble under the feet of and all the arrogant b…",0,godofmercyeke let them all assemble themselveslet them tremble under the feet of and all the arrogant b,103,17
8938,screamed,,"I am stil freaking out over the fact that I didn’t know what a blood gas test was until today, the poor nurse start… https://t.co/WfzXuJ5iwN",0,i am stil freaking out over the fact that i didnt know what a blood gas test was until today the poor nurse start,113,24
3990,destruction,"Da internet, more exact Roblox",I had 20 of the old wings😢i will miss them alot! here is also two pictures of two of the classic Royal High wings!… https://t.co/VKaLSPrDrK,0,i had of the old wingsi will miss them alot here is also two pictures of two of the classic royal high wings,108,23
7458,meltdown,,"Even after 2 days of media rumours putting my phone in absolute meltdown , I genuinely never thought I’d see this stat…",0,even after days of media rumours putting my phone in absolute meltdown i genuinely never thought id see this stat,113,20
3720,derailment,"London, England",Amazing how a train derailment in Hitching can cause such carnage across the network. Causing hoards of blue and bl… https://t.co/M7Hn6NOGDE,1,amazing how a train derailment in hitching can cause such carnage across the network causing hoards of blue and bl,114,20
8737,rioting,"Brunswick, MD","In my day the principal concerns of university students were sex, smoking dope, rioting and learning. Learning was… https://t.co/iFrVuZS1ZO",0,in my day the principal concerns of university students were sex smoking dope rioting and learning learning was,111,18
6869,injury,United Kingdom,Do you need help with managing your long term side effects of #radiotherapy? There are resources available from the Pe…,0,do you need help with managing your long term side effects of radiotherapy there are resources available from the pe,116,20
386,armageddon,grantabridge,When the few hold the most wealth power and privilege due to the defective money system that humani… https://t.co/EPmdxaRAus,0,when the few hold the most wealth power and privilege due to the defective money system that humani,99,18
8012,outbreak,"Islamabad, Pakistan",He Greta you might want to raise the issue of locust outbreak in the southern part of Pakistan. Locu… https://t.co/kWZnLrlSnA,1,he greta you might want to raise the issue of locust outbreak in the southern part of pakistan locu,99,19
11242,wreck,My Own Bubble&I love it 😎,they were even more popular than Lope and Steam. So Bell just had to wreck it for the rest of us beca… https://t.co/pkQNL10ypq,0,they were even more popular than lope and steam so bell just had to wreck it for the rest of us beca,100,22
9509,stretcher,"England, United Kingdom",Our Topaz bathing transfer stretcher makes the bathing experience more efficient and comfortable. The stretcher has… https://t.co/bpKVD946nx,0,our topaz bathing transfer stretcher makes the bathing experience more efficient and comfortable the stretcher has,114,16
7330,mass%20murderer,Elwood,"Like the Premier says it's disgusting. By flying the the flag you support the man who created it, who… https://t.co/indeahJ666",0,like the premier says its disgusting by flying the the flag you support the man who created it who,98,19
6917,inundated,Chelsea London,The whole of soccer is caught up in the web of gambling. From the FA who want to sell the FA Cup to gambling firms.… https://t.co/HwBSRfhQiO,0,the whole of soccer is caught up in the web of gambling from the fa who want to sell the fa cup to gambling firms,113,25
2534,collided,,#FromOneLine 19 We all felt the earth move Palpable chemistry right there When our eyes first met Two worlds collided…,0,fromoneline we all felt the earth move palpable chemistry right there when our eyes first met two worlds collided,113,19
11322,wreckage,,Reality bends around the chromatic form as it effortlessly floats through the wreckage. Check out “Retribution” by RHADS:…,0,reality bends around the chromatic form as it effortlessly floats through the wreckage check out retribution by rhads,117,18
7377,massacre,Hong Kong,"#CCP is a terrible #HumanRights violator, it oppress and massacre anyone with different opinions! #StandWith…",0,ccp is a terrible humanrights violator it oppress and massacre anyone with different opinions standwith,103,15
3377,deluged,PNW,"PLEASE READ! YOUR CALL,EVERY SINGLE CALL MATTERS! IT CAN CHANGE THE MIND OF YOUR REPRESENTATIVES! Remember the vote on AC…",0,please read your callevery single call matters it can change the mind of your representatives remember the vote on ac,117,20
11140,windstorm,"Saanich, British Columbia","""Pacheedaht"" means ""Children of the Sea Foam"" and we saw sea foam everywhere around Botanical Beach yesterday. An e… https://t.co/HlUCJC8vP7",0,pacheedaht means children of the sea foam and we saw sea foam everywhere around botanical beach yesterday an e,110,19
10870,weapon,,"Let us remember: One Book, One pen, One child, and One Teacher can change the world. Don't ask why because Educatio… https://t.co/qevoOW75Y9",0,let us remember one book one pen one child and one teacher can change the world dont ask why because educatio,109,21
11146,wounded,"Vancouver, Canada",🎄❄️💜❄️💜❄️🎄 Will A Long Ago Promise Of Love Bring Two Lonely Wounded Warriors Home For Christmas? TWO HEARTS HOME FOR…,0,will a long ago promise of love bring two lonely wounded warriors home for christmas two hearts home for,104,19
4403,drown,"Chicago, IL",Drip or drown 😭😭😭 https://t.co/DI9CkRqBdj,0,drip or drown,13,3
6029,forest%20fires,"Sydney, New South Wales",Ok but actually. Why can’t people distinguish the word bush from brush. They’re bush fires. The equiva… https://t.co/LXvmDOYkT5,0,ok but actually why cant people distinguish the word bush from brush theyre bush fires the equiva,97,17
8999,screaming,Azania,As soon as God say yes they'll be screaming we made it 😂😂,0,as soon as god say yes theyll be screaming we made it,53,12
2964,damage,07.07.18 ｡･:*:･ﾟ☆,sehun and chanyeol both posting pictures in the same day pls I love their method of damage control MWAH,0,sehun and chanyeol both posting pictures in the same day pls i love their method of damage control mwah,103,19
4983,epicentre,,That time when me and Nikki shut down live room because 'it was too rowdy' 😂🔥 https://t.co/RCmZnxTWx2,0,that time when me and nikki shut down live room because it was too rowdy,72,15
1472,body%20bags,ATX,It is little known that Chris Lee's neighbor in London in the 1960s was Boris Karloff! They lived at 43 &amp; 45 Cadogan SQ. K…,0,it is little known that chris lees neighbor in london in the s was boris karloff they lived at amp cadogan sq k,111,23
7784,obliterate,Twitter,"If you feel calm, turn left. If you feel frustrated, turn right. If neither, wait until you do. From t… https://t.co/SYyNz4fLIw",0,if you feel calm turn left if you feel frustrated turn right if neither wait until you do from t,96,20
9159,sinkhole,"St. Augustine,Trinidad",BBC News - China sinkhole: Six killed as ground swallows bus https://t.co/cov7AgtPJv,1,bbc news china sinkhole six killed as ground swallows bus,57,10
4802,emergency,"Manchester, England",Route 330. Diversion towards Stockport only for emergency gas works on Carrington Road - Tues 14 January until furt… https://t.co/CPKHqTc4IP,1,route diversion towards stockport only for emergency gas works on carrington road tues january until furt,105,16
3930,destroyed,home,I think I’m the only momma who doesn’t miss my pregnant self. That shit destroyed me. But my baby’s here now and I wouldn’t…,0,i think im the only momma who doesnt miss my pregnant self that shit destroyed me but my babys here now and i wouldnt,117,24
9894,survived,,"Guys, I am finished. Everything I have in this life. My certificates. Everything. The only thing that survived are the ph…",0,guys i am finished everything i have in this life my certificates everything the only thing that survived are the ph,116,21
5453,fatality,"Springfield, MA",Why is fatality 15th I’m dumbfounded 🤨,0,why is fatality th im dumbfounded,33,6
9124,seismic,Republic of the Philippines,“The intense seismic activity coupled with fissuring on the caldera region likely signifies continuous magma intrus… https://t.co/cjG8s5JLWv,1,the intense seismic activity coupled with fissuring on the caldera region likely signifies continuous magma intrus,114,16
8450,razed,"Dallas, Texas",1️⃣4️⃣7️⃣ 🏠HOUSES RAZED BUT TREES STILL GREEN🌳 🤔How often did we see this in California’s 2018 “wildfires”❓ 🤔Since when…,0,houses razed but trees still green how often did we see this in californias wildfires since when,96,17
8358,radiation%20emergency,Texas,Emergency beer and bottle of vodka (in case of radiation exposure) also imo 2 tourniquets in case of… https://t.co/6wv092w4hn,0,emergency beer and bottle of vodka in case of radiation exposure also imo tourniquets in case of,96,17
6991,inundation,,👋 I'm back with a bunch of #NHhockey/#NHswimming stuff for you guys like usual on a Monday So let's get right to it… https://t.co/4eqDcWvySV,0,im back with a bunch of nhhockeynhswimming stuff for you guys like usual on a monday so lets get right to it,108,22
8289,quarantined,Botswana Gaborone,Heavily medicated like they’re quarantined. https://t.co/QhGs4USbCr,0,heavily medicated like theyre quarantined,41,5
6118,hailstorm,,Looooool. I was waiting for you to see this,0,looooool i was waiting for you to see this,42,9
7464,meltdown,,Bon ! Fin de 3 days full smash. -3eme au smash with your bros -2eme au SUN with cash #4 -4eme au meltdown Je com… https://t.co/unxPzXVGbu,0,bon fin de days full smash eme au smash with your bros eme au sun with cash eme au meltdown je com,98,22
5569,fire,Essex,"Today in 2009 Corporal Danny Winter, aged 28 from Stockport and of 45 Commando Royal Marines, was tragically killed by '…",0,today in corporal danny winter aged from stockport and of commando royal marines was tragically killed by,105,17
9703,suicide%20bomber,"Orange County, The Communist State of NY","Suspected Suicide Bomber Headed Toward America, Likely to Come to This State - Tedium Media https://t.co/rLODRHThaB",0,suspected suicide bomber headed toward america likely to come to this state tedium media,88,14
4297,drought,,"I'm just going to repeat this tweet below, but in caps: IN SOUTHERN AFRICA ALMOST 9.5 MILLION PEOPLE ARE FACING SEVER…",0,im just going to repeat this tweet below but in caps in southern africa almost million people are facing sever,110,20
7087,lava,"Rio de Janeiro, Brasil","Petra Costa, director of Democracy in Vertigo who will be nominated for the best documentary Oscar, is granddaughter of the…",0,petra costa director of democracy in vertigo who will be nominated for the best documentary oscar is granddaughter of the,121,20
6280,hazardous,"Melbourne, Australia",. tennis organisers have been forced to delay the start of the qualifying tournament and suspend practic…,1,tennis organisers have been forced to delay the start of the qualifying tournament and suspend practic,102,16
1488,bomb,"Portland, OR",You know what sounds bomb right now? A chicken sandwich from Whataburger 😭,0,you know what sounds bomb right now a chicken sandwich from whataburger,71,12
6611,hostage,"Lagos, Nigeria",FACT: Anthony Joshua began his boxing career the same time Wilder turned pro. The older pro has just one belt scrambled f…,0,fact anthony joshua began his boxing career the same time wilder turned pro the older pro has just one belt scrambled f,119,22
6725,hurricane,"Jamestown, NY",. Playlist: Neil Young &amp; Crazy Horse—Like A Hurricane [Live]. Streaming at https://t.co/nwsz5mQoMl,0,playlist neil young amp crazy horselike a hurricane live streaming at,69,11
1516,bomb,,"This is ALOTT jongdae husband And dad, Yoonterlude aka Shadow is a Masterpiece it's legit one of my favourite bts… https://t.co/IroORvj3eQ",0,this is alott jongdae husband and dad yoonterlude aka shadow is a masterpiece its legit one of my favourite bts,111,20
6899,injury,"Denver, CO","If you primarily drive a car and have a tough time understanding the plight of those who choose to ride a bike, ask your…",0,if you primarily drive a car and have a tough time understanding the plight of those who choose to ride a bike ask your,119,24
91,aftershock,"Brooklyn, NY","Stay informed, stay engaged with whats going on in #PuertoRico after the #earthquake The USGS’ 30-Day aftershock s… https://t.co/bYIBfpLHYg",0,stay informed stay engaged with whats going on in puertorico after the earthquake the usgs day aftershock s,107,18
395,army,India,Today Pak Army soldiers will b thanking to Indian Army.If the Indian Army did not carry out deadly strikes in Neelum Valle…,1,today pak army soldiers will b thanking to indian armyif the indian army did not carry out deadly strikes in neelum valle,121,22
2730,crashed,"California, USA",Should put this pic side-by-side with one that shows him CLEARLY FLYING HIGH. Can’t tell if he “crashed” here or what. H…,0,should put this pic sidebyside with one that shows him clearly flying high cant tell if he crashed here or what h,113,22
3891,destroy,Nigeria,"His right ,the kind of foods we do eat now destroys things in our body ,we eat more of…",0,his right the kind of foods we do eat now destroys things in our body we eat more of,84,19
3620,derail,Taiwan,Heard on the Street: Deteriorating relations with Beijing won’t derail Taiwan’s fundamental strengths https://t.co/1qaeWPDll8,0,heard on the street deteriorating relations with beijing wont derail taiwans fundamental strengths,98,13
10871,weapon,🕊OneNationUnderGod🇺🇸🦅🇺🇸,✅Secret Weapon to Trumps successes!! *Hint Obama didn’t have one https://t.co/MwxVOzSFi3,0,secret weapon to trumps successes hint obama didnt have one,59,10
5771,flattened,"Dayton, Ohio","We don't deserve Tulsi. I'm extremely sorry to all my Tulsi supporter friends, this woman has stuck her neck out to… https://t.co/gam9j8iYCZ",0,we dont deserve tulsi im extremely sorry to all my tulsi supporter friends this woman has stuck her neck out to,111,21
7106,lava,India,"stay friends? to plant a small garden on the cooled lava of dying feelings? no, this is not for you and me. this happens on…",0,stay friends to plant a small garden on the cooled lava of dying feelings no this is not for you and me this happens on,119,25
9023,screaming,,A compilation of Yoongi screaming in tiny in case you had a bad day https://t.co/p5YDsoS3Qo,0,a compilation of yoongi screaming in tiny in case you had a bad day,67,14
8721,rioting,,So the assassination of an Iranian general and the killing of 176 innocent passengers aboard his r… https://t.co/NRGVVturez,1,so the assassination of an iranian general and the killing of innocent passengers aboard his r,94,16
4028,detonate,,i honestly wish i was hot enough to be randomly given a writing fellowship/stipend while living in a penthouse in N… https://t.co/nctSN05trV,0,i honestly wish i was hot enough to be randomly given a writing fellowshipstipend while living in a penthouse in n,114,21
1113,blizzard,DVO,"Last na talaga, di mo naman ako pinapansin :( Pag maayos na ubo mo, try mo ang strawberry and banan… https://t.co/UGdNUewpCN",0,last na talaga di mo naman ako pinapansin pag maayos na ubo mo try mo ang strawberry and banan,94,19
8658,riot,,How the Hindu man's crisis of masculinity fuels Hindutva Narendra Modi was at the right riot at the right time to… https://t.co/SZZBorxvFV,0,how the hindu mans crisis of masculinity fuels hindutva narendra modi was at the right riot at the right time to,112,21
802,bioterror,"Manchester, England",Remember this is the resident evil universe. Bioterror attacks are almost a norm and rescue operation… https://t.co/ld2j8zphdl,0,remember this is the resident evil universe bioterror attacks are almost a norm and rescue operation,100,16
5691,first%20responders,"Midway Point, Tasmania","#auspol felt sick when i read this: ""first responders tackling #bushfires advised to kill baby #kangaroos and #koalas w…",0,auspol felt sick when i read this first responders tackling bushfires advised to kill baby kangaroos and koalas w,113,19
4204,displaced,Somewhere in the Good old USA!,Mohamad's 75yo father lost his mind when airstrikes intensified &amp;could no longer recognize his own son. After they were displ…,1,mohamads yo father lost his mind when airstrikes intensified ampcould no longer recognize his own son after they were displ,123,20
7570,mudslide,Cebu,I remembered what our photojourn teacher shared during the Southern leyte mudslide. She was torned between taking a… https://t.co/wqyaTNKMYo,0,i remembered what our photojourn teacher shared during the southern leyte mudslide she was torned between taking a,114,18
8972,screaming,– cebu 🇵🇭,01 / 14 / 20 ♬ #MyDayJamuary (song for screaming in the club) – WERE GETTING DOUBLE KNOT AND LEVANTER ENG VER KILL… https://t.co/8zlNgNCcLo,0,mydayjamuary song for screaming in the club were getting double knot and levanter eng ver kill,94,16
3809,desolate,,"""Let their habitation be desolate; [and] let none dwell in their tents."" ~Psalms 69:25 #Bible #Poetry #God",0,let their habitation be desolate and let none dwell in their tents psalms bible poetry god,90,16
9808,sunk,"Manchester, England",Still not sunk in that I'm seeing today 🤘🤘,0,still not sunk in that im seeing today,38,8
3217,deaths,,Insufficient physical activity is one of the leading risk factors for death 🌍🌏🌎. Between 3 and 5 million deaths annually can be at…,0,insufficient physical activity is one of the leading risk factors for death between and million deaths annually can be at,121,20
7938,oil%20spill,,Livestock Carrier Spills Fuel Oil at Port of Ceuta #ceuta #port #fuel #spill #maritime https://t.co/qUuJ5al1Pq,1,livestock carrier spills fuel oil at port of ceuta ceuta port fuel spill maritime,81,14
40,accident,"Lyndhurst, OH",#Preorder #newrelease today! 12 witnesses connected to or investigating #THENUTCRACKERCONSPIRACY have died either in a…,1,preorder newrelease today witnesses connected to or investigating thenutcrackerconspiracy have died either in a,111,14
6234,hazard,soup,for the last time stop calling wen ning a PUBLIC HEALTH HAZARD he is my BUSINESS PARTNER,0,for the last time stop calling wen ning a public health hazard he is my business partner,88,17
1249,bloody,"Seaford, Victoria, Australia",You’re a bloody amazing human on and off the course. 👍,0,youre a bloody amazing human on and off the course,50,10
8609,rescuers,Bournemouth,What an absolutely wonderful dog! Her tail is wagging and she's so happily interacting with her rescue… https://t.co/yFT1nB2YUn,0,what an absolutely wonderful dog her tail is wagging and shes so happily interacting with her rescue,100,17
4446,drowned,"Connecticut, USA","This is the thing that has infuriated me. If Black Democrats were paying freaking attention, it should have infuriated t…",0,this is the thing that has infuriated me if black democrats were paying freaking attention it should have infuriated t,118,20
302,annihilation,The Magnus Institute,You know which movie should be in the Oscars this year? Annihilation.,0,you know which movie should be in the oscars this year annihilation,67,12
3166,death,Oman,Prime Minister travelled to Muscat to offer his condolences following the death of HM Sultan Qaboos bin…,0,prime minister travelled to muscat to offer his condolences following the death of hm sultan qaboos bin,103,17
2401,collapsed,,"As I opened my mouth to speak, everything went black and I collapsed on top of Sokka.",0,as i opened my mouth to speak everything went black and i collapsed on top of sokka,83,17
10803,war%20zone,"Dreadful Acres, TX","Biden, Buttigieg and Sanders supporters have been going after Warren for months. It has not been subtle. She has been exp…",0,biden buttigieg and sanders supporters have been going after warren for months it has not been subtle she has been exp,118,21
4842,emergency%20services,"Morwell, VIC","The Hawks and are coming to Morwell on Feb 28 for an ""Emergency Services themed"" practice match. Entry will be…",0,the hawks and are coming to morwell on feb for an emergency services themed practice match entry will be,104,19
2347,collapse,South Africa,Yeah France is doing fantastic with all the migrants. Kek. The thing though is the country… https://t.co/CRXBR6c5PP,0,yeah france is doing fantastic with all the migrants kek the thing though is the country,88,16
2263,cliff%20fall,ParisNewYorkWashingtonMada,British tourist Madalyn Davis has died in a fall from a popular tourist spot in Sydney's eastern suburbs. #7NEWS https:…,1,british tourist madalyn davis has died in a fall from a popular tourist spot in sydneys eastern suburbs news,108,19
1871,burning,"Nairobi, Kenya",Scion of burning spear ni mambo bad. He has decided address the orders from ABOVE in a speech instead of writing.,0,scion of burning spear ni mambo bad he has decided address the orders from above in a speech instead of writing,111,21
202,ambulance,mybag,"first of all he was not taken to no damn hospital , that man died in walmart with the ambulance OUTSIDE! they was more focuse…",1,first of all he was not taken to no damn hospital that man died in walmart with the ambulance outside they was more focuse,122,24
7949,oil%20spill,"Adelaide, South Australia","The oil spill bursts 2 flame at Athony oil facility, Aliiny County, Ruweng State. The oil spillage &amp; subsequent burnin…",1,the oil spill bursts flame at athony oil facility aliiny county ruweng state the oil spillage amp subsequent burnin,115,19
6120,hailstorm,"Meeting Creek, Ab",Product yellowed and became brittle within 2 years. Then a hailstorm last year finished i… https://t.co/Zz2R38A47D,0,product yellowed and became brittle within years then a hailstorm last year finished i,86,14
10318,tragedy,Respect Hezbollah,Trudeau notes loss of 176 lives in #IranPlaneCrash was result of policies of escalation &amp; conflict (US). It is of course al…,0,trudeau notes loss of lives in iranplanecrash was result of policies of escalation amp conflict us it is of course al,117,21
8592,rescuers,Netherlands,"Part of Ukrainian rescuers returning from Iran, major part stays in Iran – NSDC secretary https://t.co/Wjvk2cTnNm",1,part of ukrainian rescuers returning from iran major part stays in iran nsdc secretary,86,14
606,attacked,Follow for Follow,"Texas Democrat congressional candidate, , was violently attacked by Red Guards Austin, a revolutionary Comm…",0,texas democrat congressional candidate was violently attacked by red guards austin a revolutionary comm,103,14
602,attack,,for his Participation in countering a Fidayeen Attack by Terrorists at District Police Lines Pulwahma on 25/26 Aug 2017 w…,1,for his participation in countering a fidayeen attack by terrorists at district police lines pulwahma on aug w,110,18
6739,hurricane,,"Days ago... &gt; Ohr/Fusion shenanigans start - 1,571 &gt; Crossfire Hurricane (officially) - 1,244 &gt; Trump inauguration - 1,0…",0,days ago gt ohrfusion shenanigans start gt crossfire hurricane officially gt trump inauguration,95,13
147,airplane%20accident,State of Louisiana-great food,"Hey, got some swamp land for sale. You are either naive or just plain stupid! Which is it? Iran downing t… https://t.co/fu3cjJf1q8",0,hey got some swamp land for sale you are either naive or just plain stupid which is it iran downing t,101,21
941,bleeding,,"Fun fact: he does a thumbs up when he short circuits to let people know he’s okay. Now, a head cannon were…",0,fun fact he does a thumbs up when he short circuits to let people know hes okay now a head cannon were,102,22
2970,damage,USA,"Top-Secret UFO Files Could 'Gravely Damage' US National Security if Released, Navy Says https://t.co/mnpDg0vm3m",0,topsecret ufo files could gravely damage us national security if released navy says,83,13
9338,smoke,,BUCKET HAT MATT/////SMOKE BOMB DOGS OUT FEB 10TH https://t.co/TnJcLmvNPO,0,bucket hat mattsmoke bomb dogs out feb th,41,8
5404,fatalities,"Pretoria, South Africa","#sapsKZN Yesterday DBN #SAPS #SAR along with eThekwini Fire and Rescue, Transnet National Port Authority Fire and R… https://t.co/NPROuhKMdr",0,sapskzn yesterday dbn saps sar along with ethekwini fire and rescue transnet national port authority fire and r,111,18
11252,wreck,"Washington, USA",Not even a big-fat tax cut got these people on board the Trump train wreck Big money Trump inaugural donors are fleeing the…,0,not even a bigfat tax cut got these people on board the trump train wreck big money trump inaugural donors are fleeing the,122,23
4510,drowning,"Trumbutt, CT",If Donald Trump 🍊👴 and my girl 😍👧🏼 both drowning 🌊✋🏿 and I can only save one 🤔☝🏿️ catch me at my girl funeral 💀🙏🏾 with a sm…,0,if donald trump and my girl both drowning and i can only save one catch me at my girl funeral with a sm,103,23
7504,military,"Brussels, Belgium","Chairman of the #NATOMC, ACM Peach opens first #MCCS of 2020. Over the next 2 days, #NATOCHoDs will discuss a wide range o…",0,chairman of the natomc acm peach opens first mccs of over the next days natochods will discuss a wide range o,109,21
10357,trapped,,I totally agreed to on this..U can’t tell -ve abt some1 u love..but as we ol cn see that she is always doin…,0,i totally agreed to on thisu cant tell ve abt some u lovebut as we ol cn see that she is always doin,100,23
7733,nuclear%20reactor,"Pennsylvania, USA",reading about nuclear reactor minutiae again....im bad at science and math so the concepts dont stick in my mind bu… https://t.co/U0rrfudWay,0,reading about nuclear reactor minutiae againim bad at science and math so the concepts dont stick in my mind bu,111,20
8230,quarantine,Candyland,Quarantine officials are facing criticism for allegedly causing damage to the Imjin River ecosystem by spreading a toxi…,1,quarantine officials are facing criticism for allegedly causing damage to the imjin river ecosystem by spreading a toxi,119,18
11240,wreck,reddie,"he said he would start change, people believed what he said and voted for him as the president but what is he doing… https://t.co/7xSNtw4hsP",0,he said he would start change people believed what he said and voted for him as the president but what is he doing,114,23
10163,thunderstorm,Pluto,Can’t sleep so opened up the window so I can take full advantage of the beautiful thunderstorm…plus I’ve gotten use… https://t.co/0oiEqp5chp,0,cant sleep so opened up the window so i can take full advantage of the beautiful thunderstormplus ive gotten use,112,20
4811,emergency%20plan,,We can emerge from our planetary emergency. Here's a plan https://t.co/5uAiI27aen,0,we can emerge from our planetary emergency heres a plan,55,10
2615,collision,"Brighton, Sussex, UK",TRAVEL: A26 near #Lewes - there is a collision between Earwig Corner and the Barcombe turnoff. Lengthy delays on bo… https://t.co/X4KB0kbLAm,1,travel a near lewes there is a collision between earwig corner and the barcombe turnoff lengthy delays on bo,108,19
9314,sirens,Jozi City Lights,ah shit. state capture commission blue lights and sirens are back 😣,0,ah shit state capture commission blue lights and sirens are back,64,11
4185,disaster,"Sydney, New South Wales",The massive global news interest in #AustraliaBurning shows the scale of the disaster. And every interviewer and writer w…,0,the massive global news interest in australiaburning shows the scale of the disaster and every interviewer and writer w,119,19
2782,crush,chunggos🦍,That moment when you and your crush look at each other at the same time and smile...,0,that moment when you and your crush look at each other at the same time and smile,81,17
8022,pandemonium,"Cochin, India","As u know it, the NRC was just the tip of the iceberg. It depends what it… https://t.co/u8537QyNKC",0,as u know it the nrc was just the tip of the iceberg it depends what it,71,17
852,blaze,1 meter to Nirvana..,Whoever comes out of this unscathed will be toximus prime,0,whoever comes out of this unscathed will be toximus prime,57,10
8188,police,,BJP strongly objected notice issued by education dept against Dayanand School 4 participation of some of their students i…,0,bjp strongly objected notice issued by education dept against dayanand school participation of some of their students i,119,18
2934,damage,"Sydney, New South Wales🇦🇺","…The collateral damage of this irresponsible, dangerous, ill-conceived behavior? 63 Canadians needlessly lost their liv…",1,the collateral damage of this irresponsible dangerous illconceived behavior canadians needlessly lost their liv,111,14
4719,electrocute,"Bexley, London","And I want Boris to make it illegal with harsh penalties, to electrocute 1000s of fish in order to ma… https://t.co/CDg2I7kJ8i",0,and i want boris to make it illegal with harsh penalties to electrocute s of fish in order to ma,96,20
9973,survivors,Australia,Playing killer is hard enough because it’s purely a solo effort. I’m a survivor ma… https://t.co/RFaMc6veoJ,0,playing killer is hard enough because its purely a solo effort im a survivor ma,79,15
5602,fire,"hou$ton, tx","If the Astros can fire AJ Hinch and Jeff Luhnow after the run they've had, the Texans need to get to firing Bill O'Brien right n…",0,if the astros can fire aj hinch and jeff luhnow after the run theyve had the texans need to get to firing bill obrien right n,125,26
83,aftershock,"Surabaya, Indonesia",Kumera yellow Aftershock #PH19FOSSIL featured in bankbtn Good Living magazine Photography Stylist shino… https://t.co/V9LJ65ttzR,0,kumera yellow aftershock phfossil featured in bankbtn good living magazine photography stylist shino,100,13
4209,displaced,"Oxford, England",I’ve seen this in action from NGO staff but also from journalists. After massive 2005 Kashmir earthquake I was work… https://t.co/haP2A09UwQ,0,ive seen this in action from ngo staff but also from journalists after massive kashmir earthquake i was work,108,19
102,aftershock,,Apex is all about separating from Monarch. They’re “separation. Well from my theory on how MechaGod… https://t.co/aBzDKqocPv,0,apex is all about separating from monarch theyre separation well from my theory on how mechagod,95,16
10281,tornado,some fuccin forest,assume you can see 20 miles which is generous given the condition that the tornado is accompanied by a supercell t… https://t.co/B9ZAe8s4uT,0,assume you can see miles which is generous given the condition that the tornado is accompanied by a supercell t,111,20
2898,curfew,South Africa,"Nigerian Navy imposes curfew in Ondo over killing of personnel, missing arms https://t.co/Z0LlQ9osc2 https://t.co/wy5PLl5qRN",1,nigerian navy imposes curfew in ondo over killing of personnel missing arms,75,12
1622,bombing,abuja,"Someone started sponsoring BH, like it or not.But no sitting president would raze any part o… https://t.co/ADVSQkTIfM",0,someone started sponsoring bh like it or notbut no sitting president would raze any part o,90,16
9429,snowstorm,SLC,"Notably, an ambulance showed up here at the Buttigieg event after the protestors called for one, driving over in a heavy s…",1,notably an ambulance showed up here at the buttigieg event after the protestors called for one driving over in a heavy s,120,22
4349,drown,"Eugene, OR",You ever lay in bed but it feel like you laying on a small iceberg only big enough for 1-2 people floating in the empty ocea…,0,you ever lay in bed but it feel like you laying on a small iceberg only big enough for people floating in the empty ocea,120,25
10940,weapons,"Baltimore, MD",Still who sent… https://t.co/TJAnSiTc8b,0,still who sent,14,3
5104,evacuation,Southampton,A fire alarm scare (false alarm fortunately) had me terrified this morning. My workplace evacuation policy for disabled peop…,0,a fire alarm scare false alarm fortunately had me terrified this morning my workplace evacuation policy for disabled peop,121,19
956,bleeding,Ghana,"(((LIVE))) Cervical Cancer: Bleeding and pain after sex can be symptoms of disease- Dr Kwaku Asah -Opoku, Obstetric… https://t.co/bGG5MBhmph",0,live cervical cancer bleeding and pain after sex can be symptoms of disease dr kwaku asah opoku obstetric,105,18
2697,crashed,"Hot Springs, AR",Crashed the boat https://t.co/qEObdt54m2,0,crashed the boat,16,3
5621,fire%20truck,India,"Modi Shah's Gundas set fire to truck loaded with plastic chairs in Mangaluru, that was parked in the ground after public…",1,modi shahs gundas set fire to truck loaded with plastic chairs in mangaluru that was parked in the ground after public,118,21
68,aftershock,"Puerto Rico, USA",3.6 aftershock at 4:05 am. I was asleep and the movement of my bed woke me up. Not so scary but I wish they weren't… https://t.co/LA2mwCLXhf,1,aftershock at am i was asleep and the movement of my bed woke me up not so scary but i wish they werent,103,23
10460,traumatised,,It is So important that you speak out. Trust me. Attackers like him and mine don't belong to live th… https://t.co/qxNgJ4oNwL,0,it is so important that you speak out trust me attackers like him and mine dont belong to live th,97,20
3086,dead,"Maryland, USA",I forgot how dead silent Oklahoma is,0,i forgot how dead silent oklahoma is,36,7
2325,collapse,"Taal, Calabarzon","Eduardo Degrano looks at the damage to his home after a fissure formed underneath his ancestral house. In a nearby house, ow…",0,eduardo degrano looks at the damage to his home after a fissure formed underneath his ancestral house in a nearby house ow,122,22
